,exact_matches,partial_matches,cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,try_count,average_of_mean_max_cos_to_sentence,no_ids,truth_set,summ_set,max_cos_to_sentence_tuples,misperid
30,0,0,0,4,5,4,5,1,0.39161747694015503,5,"{'left home during argument', 'withdrawn from university', 'identity crisis', 'active on social media before vanishing'}","{'disappearance via cemeteries', 'disappearance via familiar routes', 'disappearance via abandoned or unoccupied buildings', 'disappearance via shopping malls', 'disappearance via unplanned or unannounced departures'}","[('disappearance via familiar routes', ""Derek's disappearance was initially concerning due to the suddenness of his actions and his lack of contact with family"", np.float32(0.3436829)), ('disappearance via familiar routes', 'His abrupt departure led him to wander aimlessly', np.float32(0.38596523)), ('disappearance via familiar routes', 'reported him missing', np.float32(0.29902083)), ('disappearance via familiar routes', 'later found disoriented in a farm basement near a cemetery', np.float32(0.25316355)), ('disappearance via familiar routes', 'Searches by family members at a nearby cemetery known for being a quiet retreat for Derek yielded no clues', np.float32(0.30754584)), ('disappearance via shopping malls', 'Last seen near the shopping mall on Strothers Lane', np.float32(0.51106775)), ('disappearance via shopping malls', 'was last seen at a hair salon in a shopping mall with his friend before vanishing', np.float32(0.4737297)), ('disappearance via shopping malls', 'After leaving the mall', np.float32(0.5523551)), ('disappearance via shopping malls', 'having been active on social media shortly before his disappearance', np.float32(0.37566784)), ('disappearance via shopping malls', 'Search efforts focused on familiar locations', np.float32(0.3179946)), ('disappearance via cemeteries', 'he was last seen at a cemetery on Seafield Road', np.float32(0.49060982)), ('disappearance via cemeteries', 'Before vanishing', np.float32(0.42165482)), ('disappearance via cemeteries', 'His social media showed he planned to visit a cemetery on Hamilton Crescent', np.float32(0.40292156)), ('disappearance via cemeteries', 'Derek wandered from a mall to a cemetery amid an identity crisis', np.float32(0.40404296)), ('disappearance via cemeteries', 'Derek was last seen with Philip Parry at the cemetery before heading to the farm', np.float32(0.28835347)), ('disappearance via abandoned or unoccupied buildings', 'he was found by family in the basement of an abandoned building on Harbour Road', np.float32(0.51179695)), ('disappearance via abandoned or unoccupied buildings', 'His grandmother noted his frequent online presence leading up to the disappearance', np.float32(0.42408258)), ('disappearance via abandoned or unoccupied buildings', 'continuing non-cooperation with authorities', np.float32(0.26289818)), ('disappearance via unplanned or unannounced departures', ""Derek's disappearance was initially concerning due to the suddenness of his actions and his lack of contact with family"", np.float32(0.46771437)), ('disappearance via unplanned or unannounced departures', 'His abrupt departure led him to wander aimlessly', np.float32(0.47510645)), ('disappearance via unplanned or unannounced departures', 'His grandmother noted his frequent online presence leading up to the disappearance', np.float32(0.45838177)), ('disappearance via unplanned or unannounced departures', 'Derek left home during an argument with his son', np.float32(0.23216559)), ('disappearance via unplanned or unannounced departures', 'He was active on social media before vanishing', np.float32(0.33133024))]",903
31,0,1,1,4,5,5,4,1,0.46577978134155273,4,"{'financial difficulties', 'estranged from relatives', 'associated with political fringe group', 'last seen near river', 'known to frequent remote areas'}","{'disappearance after engaging in solo exploration or wandering', 'disappearance during or after a family outing or vacation', 'disappearance near or along water bodies', 'disappearance near or at a military base', 'disappearance from or near a home or familiar location'}","[('disappearance near or along water bodies', 'disappeared suddenly', np.float32(0.43247318)), ('disappearance near or along water bodies', 'Known to frequent remote areas', np.float32(0.31069732)), ('disappearance near or along water bodies', 'particularly near water bodies', np.float32(0.6408082)), ('disappearance near or along water bodies', 'went missing after being last seen at a fast food restaurant on Glenurquhart Road', np.float32(0.29763794)), ('disappearance near or along water bodies', 'Kelly was last seen near a river close to a military base; Patricia alerted authorities but Kelly is currently safe', np.float32(0.32163966)), ('disappearance near or at a military base', 'near a military base', np.float32(0.7272204)), ('disappearance near or at a military base', 'A friend was with her at a military base before she disappeared', np.float32(0.6790644)), ('disappearance near or at a military base', 'Kelly was last seen near a river close to a military base; Patricia alerted authorities but Kelly is currently safe', np.float32(0.45506915)), ('disappearance near or at a military base', 'Kelly was found wandering a military base looking for her grandfather', np.float32(0.5417999)), ('disappearance near or at a military base', 'was found alone near the military base where she was reportedly seen after leaving the school bus stop', np.float32(0.5971539)), ('disappearance during or after a family outing or vacation', 'during a family getaway', np.float32(0.6878692)), ('disappearance during or after a family outing or vacation', 'near a vacation spot', np.float32(0.3771199)), ('disappearance during or after a family outing or vacation', 'possibly heading to her favorite vacation spot', np.float32(0.37476838)), ('disappearance from or near a home or familiar location', 'and her whereabouts remained unknown for several hours', np.float32(0.49329066)), ('disappearance from or near a home or familiar location', 'Prior to being reported missing', np.float32(0.48682907)), ('disappearance from or near a home or familiar location', 'With no apparent relation to nearby locations', np.float32(0.555428)), ('disappearance from or near a home or familiar location', 'was found in a closet at a vacation spot after a chat with Marion Cooke', np.float32(0.38079256)), ('disappearance after engaging in solo exploration or wandering', 'she remained missing for days before being traced by staff', np.float32(0.43656898)), ('disappearance after engaging in solo exploration or wandering', 'Friends mentioned she might have taken refuge in an abandoned shed known to be a meeting point for the group', np.float32(0.42469245)), ('disappearance after engaging in solo exploration or wandering', 'possibly heading to her favorite vacation spot', np.float32(0.24461664)), ('disappearance after engaging in solo exploration or wandering', 'Her guardian confirmed she wandered off the bus route unexpectedly', np.float32(0.37084895))]",908
32,0,1,2,3,5,5,3,1,0.4059014916419983,2,"{'recent escape from abusive household', 'has gone missing before', 'linked to organized protest', 'missing after night out', 'recent bereavement'}","{'disappearance from a public place', 'disappearance at night', 'disappearance from a youth center', 'disappearance after a distressing event', 'disappearance from a residential location'}","[('disappearance at night', 'Georgina Burke was reported missing from her home on Cross Street after a recent bereavement', np.float32(0.34098408)), ('disappearance at night', 'Colleagues mentioned she had gone missing before', np.float32(0.45851713)), ('disappearance from a public place', 'with concerns arising from a recent incident involving a colleague who noticed her distress', np.float32(0.22246307)), ('disappearance from a public place', 'appears to be a repeated victim', np.float32(0.32769516)), ('disappearance from a residential location', 'Georgina Burke was reported missing from her home on Cross Street after a recent bereavement', np.float32(0.4042407)), ('disappearance from a residential location', 'Georgina recently escaped an abusive home and is staying in a mental health facility', np.float32(0.3035918)), ('disappearance from a youth center', 'Georgina Burke went missing after attending a night out linked to an organized protest at a youth center near a public park', np.float32(0.5353351)), ('disappearance from a youth center', 'She was last seen by her foster father leaving for a study group at the youth center near Caledonian Road', np.float32(0.55927896)), ('disappearance after a distressing event', 'Georgina Burke was reported missing from her home on Cross Street after a recent bereavement', np.float32(0.31594223)), ('disappearance after a distressing event', 'noting a pattern of distress', np.float32(0.59096694))]",951
33,0,1,1,0,5,1,4,1,0.4730295240879059,4,{'vanished during seasonal work'},"{'disappearance near or at a playground or shed', 'disappearance during seasonal work or community service', 'disappearance near or at a known meeting spot', 'disappearance during exploration or wandering', 'disappearance near or at an illegal site'}","[('disappearance near or at a known meeting spot', 'a known meeting spot for local children and their friends', np.float32(0.50188637)), ('disappearance near or at a known meeting spot', 'a colleague found his toy near a nearby shed', np.float32(0.27932778)), ('disappearance during seasonal work or community service', 'Damien Brown vanished during seasonal work at an illegal site near Railway Pier', np.float32(0.49525508)), ('disappearance during seasonal work or community service', 'MP was found near the playground shed after being reported missing from home by his uncle', np.float32(0.3031807)), ('disappearance during seasonal work or community service', 'Damien was volunteering near a cemetery as part of a seasonal community service project organized by his school and a local volunteer organization', np.float32(0.39497218)), ('disappearance during seasonal work or community service', 'Damien vanished from the cemetery during seasonal work', np.float32(0.42274466)), ('disappearance during seasonal work or community service', 'Damien vanished during seasonal work on a back road near the cemetery and shed', np.float32(0.46415457)), ('disappearance during seasonal work or community service', 'Damien vanished during seasonal work near a cemetery; concerns rose when a colleague noted his absence', np.float32(0.5327508)), ('disappearance during exploration or wandering', 'having wandered farther than usual in his exploration', np.float32(0.65581363)), ('disappearance during exploration or wandering', '"" went missing from his home near Railway Pier', np.float32(0.4423333)), ('disappearance during exploration or wandering', 'Damien had become disoriented while exploring further than usual', np.float32(0.49595335)), ('disappearance during exploration or wandering', 'vanished during seasonal work activities associated with family visits', np.float32(0.5365476)), ('disappearance during exploration or wandering', 'when evening fell with no sign of him', np.float32(0.3477786)), ('disappearance near or at an illegal site', 'Damien Brown vanished during seasonal work at an illegal site near Railway Pier', np.float32(0.48871034)), ('disappearance near or at an illegal site', 'A colleague mentioned they last noticed him heading towards a nearby illegal site', np.float32(0.6750108)), ('disappearance near or at an illegal site', 'Damien vanished from an illegal site', np.float32(0.5974581)), ('disappearance near or at an illegal site', 'Damien vanished while at an illegal site', np.float32(0.59927285)), ('disappearance near or at a playground or shed', 'MP was found near the playground shed after being reported missing from home by his uncle', np.float32(0.6271275)), ('disappearance near or at a playground or shed', 'He intended to meet a friend at a nearby playground but never arrived', np.float32(0.5732726)), ('disappearance near or at a playground or shed', 'Damien vanished during seasonal work near Gallanach Road with friend Sophie Campbell and was found at 1 Newark Street by police', np.float32(0.4340669)), ('disappearance near or at a playground or shed', 'Damien was seen on a back road with friend Paul Bailey', np.float32(0.1784628))]",962
34,0,2,2,3,5,5,3,1,0.4974645972251892,3,"{'recently released from prison', 'left during storm', 'religious or spiritual pilgrimage', 'left in middle of night', 'missed work with no contact'}","{'disappearance from a location with personal significance', 'disappearance linked to a domestic violence related situation', 'disappearance during a spiritual or religious pilgrimage', 'disappearance during a storm or extreme weather', 'disappearance from a location with potential for isolation or seclusion'}","[('disappearance during a storm or extreme weather', 'Sylvia Wallace left during a storm from 40 Maritime Street', np.float32(0.51941264)), ('disappearance during a storm or extreme weather', 'Sylvia Wallace went missing after she left her office and was last seen by a colleague heading towards a remote desert area', np.float32(0.3477181)), ('disappearance linked to a domestic violence related situation', ""Sylvia Wallace's disappearance was linked to a domestic violence-related situation"", np.float32(0.7398577)), ('disappearance linked to a domestic violence related situation', 'a location known for its association with domestic violence-related activities', np.float32(0.5591028)), ('disappearance during a spiritual or religious pilgrimage', 'was reported missing after planning a pilgrimage', np.float32(0.768734)), ('disappearance during a spiritual or religious pilgrimage', 'Sylvia Wallace was reported missing after failing to return home from a religious pilgrimage she had embarked upon following her recent release from prison', np.float32(0.5228703)), ('disappearance during a spiritual or religious pilgrimage', 'Sylvia Wallace vanished from her Edinburgh home after embarking on a spiritual pilgrimage in a remote desert area', np.float32(0.61811733)), ('disappearance during a spiritual or religious pilgrimage', 'Witnesses reported she was on a spiritual pilgrimage', np.float32(0.6658274)), ('disappearance from a location with personal significance', 'was reported missing after planning a pilgrimage', np.float32(0.55944836)), ('disappearance from a location with personal significance', ""a known contact's address"", np.float32(0.30987376)), ('disappearance from a location with potential for isolation or seclusion', ""It's unclear why Sylvia ventured to isolated areas"", np.float32(0.36518672)), ('disappearance from a location with potential for isolation or seclusion', 'Her disappearance was linked to an illegal site near 17 Houston Mains Holdings', np.float32(0.34568757)), ('disappearance from a location with potential for isolation or seclusion', 'Sylvia was later found safe by police in Dalkeith', np.float32(0.26631284))]",985
35,0,1,1,2,5,3,4,1,0.3983307480812073,5,"{'expressed desire to disappear', 'living off-grid', 'believed to be homeless'}","{'off grid explorations', 'solitary wanderings', 'casino frequenting', 'cave seeking', 'mine visiting'}","[('solitary wanderings', 'On the day of his disappearance', np.float32(0.3857885)), ('solitary wanderings', 'upon his disappearance', np.float32(0.40875298)), ('solitary wanderings', 'a location he often visited for walks', np.float32(0.50136507)), ('solitary wanderings', 'who had often expressed a desire to disappear and was believed to be living off-grid', np.float32(0.35964918)), ('solitary wanderings', 'living off-grid and expressing a desire to disappear', np.float32(0.34511837)), ('off grid explorations', 'Having often expressed a desire to disappear and with a penchant for living off-grid', np.float32(0.40368742)), ('off grid explorations', 'Known for living off-grid and expressing a desire to disappear', np.float32(0.47927725)), ('off grid explorations', 'living off-grid', np.float32(0.5998963)), ('off grid explorations', 'Burntisland', np.float32(0.18417975)), ('off grid explorations', 'particularly near 15 Milne Gardens and other plausible hideouts', np.float32(0.23860647)), ('cave seeking', 'near a suburban cave entrance', np.float32(0.6455463)), ('cave seeking', 'he was last seen leaving the casino and was possibly headed towards a cave known to be near 35 Fowler Street', np.float32(0.36754268)), ('cave seeking', 'Glenn was later believed to be exploring nearby caves', np.float32(0.4263744)), ('cave seeking', 'was last seen near a cave', np.float32(0.6019063)), ('cave seeking', 'MP was last seen entering a cave near the casino', np.float32(0.46280503)), ('mine visiting', 'On the day of his disappearance', np.float32(0.30178726)), ('mine visiting', 'a location he often visited for walks', np.float32(0.35255265)), ('mine visiting', 'was last seen heading towards the mine near 6-9 West Green', np.float32(0.2711699)), ('mine visiting', 'noted he had ties near a mine and a casino', np.float32(0.27116883)), ('mine visiting', 'indicated he might be staying at a cave or cave-like structure', np.float32(0.27492487)), ('casino frequenting', 'Glenn was known for frequenting a casino located at 1 Canmore Street', np.float32(0.4560783)), ('casino frequenting', 'Kinghorn', np.float32(0.12343933)), ('casino frequenting', 'was last seen at a casino on North Street', np.float32(0.551383)), ('casino frequenting', 'noted he had ties near a mine and a casino', np.float32(0.5146986)), ('casino frequenting', ""he was later spotted at the casino near St Margaret's Head"", np.float32(0.43056974))]",1019
36,0,0,2,3,5,5,3,1,0.449908584356308,3,"{'involved in criminal activity', 'recent bereavement', 'expressed desire to disappear', 'did not collect medication', 'vehicle found abandoned'}","{'disappearance from home', 'disappearance after engaging in unusual behavior', 'disappearance from public places', 'disappearance at unfamiliar locations', 'disappearance after meeting friends'}","[('disappearance at unfamiliar locations', 'was reported missing after he failed to return home from a visit to the library with his friend', np.float32(0.46318078)), ('disappearance at unfamiliar locations', 'MP was later traced safely by police', np.float32(0.27251005)), ('disappearance from home', 'On the day of his disappearance', np.float32(0.55775845)), ('disappearance from home', 'A day after his disappearance', np.float32(0.52223706)), ('disappearance from home', 'His vehicle was later found abandoned near 11 Panmure Terrace', np.float32(0.47798967)), ('disappearance from public places', 'expressed a desire to disappear', np.float32(0.41941985)), ('disappearance from public places', ""After a friend's visit"", np.float32(0.253485)), ('disappearance from public places', 'Bernard visited a military base after expressing a desire to disappear', np.float32(0.3411771)), ('disappearance from public places', 'Bernard wandered off from a military base', np.float32(0.2545848)), ('disappearance after meeting friends', 'Bernard had plans to meet his friend', np.float32(0.44818658)), ('disappearance after meeting friends', 'was reported missing after he failed to return home from a visit to the library with his friend', np.float32(0.5678797)), ('disappearance after engaging in unusual behavior', 'expressed a desire to disappear', np.float32(0.4971974)), ('disappearance after engaging in unusual behavior', 'a behavior quite unusual for him', np.float32(0.5958412)), ('disappearance after engaging in unusual behavior', 'Concerns raised due to unusual behavior and age', np.float32(0.51846945))]",1077
37,0,1,1,2,5,3,4,1,0.4400660991668701,3,"{'identity crisis', 'recently moved to area', 'believed to be in forested area'}","{'disappearance near beaches', 'disappearance via unfamiliar routes', 'disappearance near gas stations', 'disappearance in forested areas', 'disappearance near fairgrounds'}","[('disappearance via unfamiliar routes', 'On the day of her disappearance', np.float32(0.4095551)), ('disappearance via unfamiliar routes', 'Sheila Allan vanished after leaving a gas station near the beach', np.float32(0.29191655)), ('disappearance via unfamiliar routes', 'recently moved to 484 Perth Road', np.float32(0.26156136)), ('disappearance via unfamiliar routes', 'her father and friend coordinated a search near a ferry', np.float32(0.35485578)), ('disappearance near gas stations', 'Surveillance footage later captured Sheila at a gas station along 484 Perth Road', np.float32(0.3660755)), ('disappearance near gas stations', 'Sheila Allan vanished after leaving a gas station near the beach', np.float32(0.44095647)), ('disappearance near gas stations', 'Sheila Allan vanished from a gas station after leaving a message with a colleague about an identity crisis', np.float32(0.43464798)), ('disappearance in forested areas', 'often talking about exploring the nearby forested areas', np.float32(0.64140415)), ('disappearance in forested areas', 'she was believed to be in a forested area near her home at 312 Greengairs Road', np.float32(0.40245754)), ('disappearance in forested areas', 'Last believed to be at a forested area near a fairground', np.float32(0.6186495)), ('disappearance in forested areas', 'Sheila was found disoriented at the ferry by the fairground', np.float32(0.13997906)), ('disappearance near beaches', 'Sheila Allan vanished after leaving a gas station near the beach', np.float32(0.48418546)), ('disappearance near beaches', 'Sheila was found wandering alone on the beach', np.float32(0.56186056)), ('disappearance near fairgrounds', 'A friend confirmed Sheila left the fairground alone', np.float32(0.5069517)), ('disappearance near fairgrounds', 'Last believed to be at a forested area near a fairground', np.float32(0.5503305)), ('disappearance near fairgrounds', 'Sheila was found disoriented at the ferry by the fairground', np.float32(0.39267588))]",1143
38,0,0,0,4,5,4,5,1,0.1627195030450821,2,"{'recently moved to area', 'vehicle found abandoned', 'religious or spiritual pilgrimage', 'avoiding social services'}","{'theme name 2', 'theme name 3', 'theme name 5', 'theme name 4', 'theme name 1'}","[('theme name 1', 'Sarah Ford', np.float32(0.15531817)), ('theme name 1', 'Oban', np.float32(0.16089937)), ('theme name 1', 'Oban', np.float32(0.16089945)), ('theme name 1', 'PA34 4PE', np.float32(0.17856942)), ('theme name 1', 'Inverclyde', np.float32(0.19000232)), ('theme name 2', 'Erskine', np.float32(0.15922211)), ('theme name 2', 'Oban', np.float32(0.16125368)), ('theme name 2', '71', np.float32(0.16965984)), ('theme name 2', 'Elizabeth Nelson provided crucial details leading to her safe return', np.float32(0.0064607114)), ('theme name 2', 'Sarah Ford was reported missing after visiting an amusement park with her son during a religious pilgrimage vacation', np.float32(-0.106011085)), ('theme name 3', 'Oban', np.float32(0.17217535)), ('theme name 3', 'Inverclyde', np.float32(0.19815853)), ('theme name 3', 'PA34 4HH', np.float32(0.2137377)), ('theme name 3', 'Oban', np.float32(0.17217529)), ('theme name 3', 'Sarah Ford', np.float32(0.16078633)), ('theme name 4', 'PA34 4PE', np.float32(0.26939887)), ('theme name 4', 'PA34 4PE', np.float32(0.26939887)), ('theme name 5', 'Sarah wandered into a school-related event', np.float32(0.038523257)), ('theme name 5', 'Sarah', np.float32(0.18855114))]",1160
39,0,0,1,4,5,5,4,1,0.4963841438293457,4,"{'has gone missing before', 'identity crisis', 'missing after night out', 'missed work with no contact', 'concerns over addiction'}","{'disappearance near a skate park', 'disappearance near a family residence', 'disappearance near a rehab center', 'disappearance near a vehicle', 'disappearance in an urban area'}","[('disappearance near a rehab center', 'talking about a nearby rehab center he had heard about', np.float32(0.67054373)), ('disappearance near a rehab center', 'He was last seen leaving a rehab center', np.float32(0.71127844)), ('disappearance near a rehab center', 'Brian has shown interest in rehab centers', np.float32(0.46938884)), ('disappearance near a rehab center', 'and was scheduled to attend regular sessions at a rehab center', np.float32(0.5889791)), ('disappearance near a rehab center', 'and later found at a hospital', np.float32(0.34012327)), ('disappearance near a skate park', 'was reported missing after last being seen at a skate park in North Queensferry', np.float32(0.8181462)), ('disappearance near a skate park', 'where he had spent the afternoon skateboarding with his brother', np.float32(0.4842803)), ('disappearance near a vehicle', 'and he was found near a vehicle at 3 Seals Craig View', np.float32(0.37684476)), ('disappearance near a vehicle', 'while a search was underway including an investigation of vehicle-related areas', np.float32(0.5004476)), ('disappearance near a vehicle', 'Brian was aggressive when found at a vehicle and taken to a rehab center', np.float32(0.26412117)), ('disappearance near a vehicle', 'he was reported missing after a night out', np.float32(0.3828526)), ('disappearance near a family residence', ""Brian's absence had once again highlighted the unpredictable nature of his outings and the challenges his family faced in managing his sudden disappearances"", np.float32(0.5119387)), ('disappearance near a family residence', 'Before his disappearance', np.float32(0.3984444)), ('disappearance in an urban area', 'appearing unharmed but disoriented', np.float32(0.4549392)), ('disappearance in an urban area', 'was reported missing after last being seen at a skate park in North Queensferry', np.float32(0.49695706)), ('disappearance in an urban area', 'Before his disappearance', np.float32(0.3533095)), ('disappearance in an urban area', 'he was reported missing after a night out', np.float32(0.44834116))]",1188
40,0,1,1,5,5,6,4,1,0.40917474031448364,2,"{'recently outed LGBTQ+ identity', 'suspected visa issues', 'lost while hiking', 'used aliases in past', 'unknown medical condition', 'concerns over addiction'}","{'disappearance due to disorientation', 'disappearance due to exploration of isolated areas', 'disappearance due to unplanned hiking', 'disappearance due to escaping pressures', 'disappearance due to covert actions'}","[('disappearance due to exploration of isolated areas', 'Her disappearance highlighted the challenges she faced', np.float32(0.38448143)), ('disappearance due to exploration of isolated areas', 'she was last believed to have embarked on a solitary hike near a cave situated in the vicinity of Kirsty Semple Way', np.float32(0.3469533)), ('disappearance due to exploration of isolated areas', 'her disappearance raised fears given her previous behavioral patterns', np.float32(0.36000037)), ('disappearance due to exploration of isolated areas', 'Heather Collier was last seen entering a cave near 28 Railton Gardens with Alison Ward', np.float32(0.22691071)), ('disappearance due to exploration of isolated areas', 'was last sighted heading towards a well-known cave area', np.float32(0.41939244)), ('disappearance due to exploration of isolated areas', 'a place Heather had mentioned exploring', np.float32(0.34120148)), ('disappearance due to exploration of isolated areas', 'The investigation revealed she might have become disoriented while exploring the cave', np.float32(0.29467678)), ('disappearance due to exploration of isolated areas', 'She had planned a hiking trip with a friend to a cave located near the area', np.float32(0.31580803)), ('disappearance due to disorientation', 'It was determined that Heather had unintentionally wandered from her intended path due to disorientation linked to her disability but was found safe after three days', np.float32(0.38634825)), ('disappearance due to disorientation', 'safe but disoriented', np.float32(0.38511595)), ('disappearance due to disorientation', 'On the day of her disappearance', np.float32(0.40610766)), ('disappearance due to disorientation', 'she became disoriented and lost contact with her friend', np.float32(0.46700135)), ('disappearance due to covert actions', 'leading to her brief disappearance', np.float32(0.56771976)), ('disappearance due to escaping pressures', 'where she had sought solace from the pressures at home', np.float32(0.35959172)), ('disappearance due to escaping pressures', 'went missing from her home on Ballumbie Road', np.float32(0.19455566)), ('disappearance due to unplanned hiking', 'The circumstances of her disappearance remain unclear', np.float32(0.49777693)), ('disappearance due to unplanned hiking', 'Heather Collier went missing after an argument with Jacqueline at a cave near Dundee Road', np.float32(0.40974113))]",1195
41,0,1,1,3,5,4,4,1,0.40334534645080566,5,"{'disappeared after online interaction', 'has gone missing before', 'illegal employment status', 'undiagnosed mental illness'}","{'wandering or becoming lost', 'exploration of rural or secluded areas', 'travel related activity', 'engagement with cult locations', 'online interaction'}","[('travel related activity', 'Leonard Dawson wandered off from his home with his brother and was found in Orchard Park', np.float32(0.121297196)), ('travel related activity', 'suggesting links to travel-related activity', np.float32(0.76422054)), ('travel related activity', ""he'd gone missing before and had frequent contact with his uncle about travel opportunities"", np.float32(0.39932257)), ('travel related activity', 'sparking a search in travel-related areas they frequented', np.float32(0.6427981)), ('travel related activity', 'but a recent pattern of wandering raised the concern', np.float32(0.3457244)), ('online interaction', 'MP was last seen at a cult location near cafe with Sarah before vanishing', np.float32(0.04858755)), ('online interaction', 'Leonard Dawson has a history of disappearing occasionally after engaging in online interactions', np.float32(0.48646167)), ('online interaction', 'vanished after an online interaction', np.float32(0.56894934)), ('online interaction', 'fond of exploring rural areas', np.float32(0.20744157)), ('online interaction', 'Leonard disappeared after online chat with Gary', np.float32(0.21613778)), ('exploration of rural or secluded areas', ""Previous incidents pointed to Leonard's curiosity with rural and secluded areas"", np.float32(0.6000296)), ('exploration of rural or secluded areas', 'in the vicinity of a nearby cult location and the surrounding swamp', np.float32(0.43504012)), ('exploration of rural or secluded areas', 'which often made him retreat to quiet places', np.float32(0.31326675)), ('exploration of rural or secluded areas', 'was observed near the local swamp', np.float32(0.3544566)), ('exploration of rural or secluded areas', 'Leonard vanished after visiting a cult location', np.float32(0.18470971)), ('engagement with cult locations', 'MP was last seen at a cult location near cafe with Sarah before vanishing', np.float32(0.360997)), ('engagement with cult locations', 'Leonard was reportedly spotted near a cult location in Coxton Park', np.float32(0.44466105)), ('engagement with cult locations', 'in the vicinity of a nearby cult location and the surrounding swamp', np.float32(0.59094507)), ('engagement with cult locations', 'Leonard was found working illegally at a rural amusement park and cult location', np.float32(0.3593963)), ('engagement with cult locations', 'last seen near a cult location', np.float32(0.6535937)), ('wandering or becoming lost', 'It was initially feared that he might have wandered off after becoming engrossed in his surroundings', np.float32(0.4741656)), ('wandering or becoming lost', 'indicating he had traveled a significant distance during his absence', np.float32(0.3308565)), ('wandering or becoming lost', 'noted for previous disappearances', np.float32(0.36776456)), ('wandering or becoming lost', 'he wandered away', np.float32(0.4798562)), ('wandering or becoming lost', 'His disappearance highlighted the need for attention to his mental health challenges', np.float32(0.33295345))]",1210
42,0,2,2,4,5,6,2,1,0.504355251789093,3,"{'obsession with online game or group', 'avoiding social services', 'suspected to be squatting', 'last seen near river', 'mental health issues', 'relationship breakdown'}","{'disappearance near escalators', 'disappearance near storm drains', 'disappearance following relationship breakdown', 'disappearance near unfamiliar areas', 'disappearance near rivers'}","[('disappearance near storm drains', 'CCTV footage captured her wandering near a storm drain close to the marina', np.float32(0.5159284)), ('disappearance near storm drains', ""Concerns grew when Sheila's uncle reported her near a storm drain at Dee Street"", np.float32(0.46568263)), ('disappearance near storm drains', 'close to a storm drain adjacent to a river', np.float32(0.69746137)), ('disappearance near escalators', 'Sheila Evans was last seen by her grandmother on the escalator at her home on North Road', np.float32(0.45370096)), ('disappearance near escalators', 'She was last seen near an escalator at 37 North High Street', np.float32(0.54457724)), ('disappearance near rivers', 'last seen near a river close to her home at North Road', np.float32(0.5320742)), ('disappearance near rivers', 'Sheila was last seen near the river; her daughter', np.float32(0.44545698)), ('disappearance near unfamiliar areas', 'attributing her disappearance to temporary distress and isolation', np.float32(0.46507102)), ('disappearance near unfamiliar areas', 'Sheila Evans vanished from her home on North Road', np.float32(0.3227584)), ('disappearance following relationship breakdown', 'Sheila Evans went missing following a significant relationship breakdown', np.float32(0.5330043)), ('disappearance following relationship breakdown', 'Her disappearance prompted concern among her family', np.float32(0.4393198)), ('disappearance following relationship breakdown', 'Insch following a relationship breakdown', np.float32(0.768474))]",1216
43,0,3,3,2,5,5,2,1,0.42333656549453735,3,"{'new romantic partner unknown to others', 'part of survivalist community', 'concerns over addiction', 'believed to be in another city', 'possibly joined commune'}","{'temporary refuge or support seeking', 'commune or alternative lifestyle involvement', 'train boarding', 'addiction or substance abuse', 'new romantic partner concerns'}","[('commune or alternative lifestyle involvement', 'Her son mentioned she may have joined a commune and is believed to be in another city', np.float32(0.33263317)), ('commune or alternative lifestyle involvement', 'possibly joining a commune', np.float32(0.63637906)), ('commune or alternative lifestyle involvement', 'possibly joining a survivalist community or a commune', np.float32(0.6248181)), ('commune or alternative lifestyle involvement', 'and her possible move to a commune', np.float32(0.42390472)), ('commune or alternative lifestyle involvement', 'Concerns arose that she might have joined a commune or was struggling with addiction', np.float32(0.5371828)), ('train boarding', 'Leanne Bruce was last seen boarding a train at a coffee shop near 12 Selvage Street', np.float32(0.41498145)), ('train boarding', 'Leanne Bruce was last seen boarding a train near 1 Findlay Crescent', np.float32(0.41058344)), ('train boarding', 'Gillian Gough', np.float32(0.13455538)), ('train boarding', 'Leanne Bruce was last seen boarding a train', np.float32(0.44234872)), ('new romantic partner concerns', 'with concerns over addiction', np.float32(0.18007734)), ('new romantic partner concerns', 'Concerns grew as her brother noted she had a new romantic partner unknown to others and was believed to be in another city', np.float32(0.48378116)), ('new romantic partner concerns', 'where she had recently been seen with a new romantic partner unknown to others', np.float32(0.6324017)), ('new romantic partner concerns', 'noted that Leanne had a new romantic partner whose identity remained unknown to the family', np.float32(0.4354837)), ('new romantic partner concerns', 'Leanne has a new romantic partner unknown to others', np.float32(0.5205267)), ('addiction or substance abuse', 'with concerns over addiction', np.float32(0.66614026)), ('addiction or substance abuse', 'Concerns had been raised by her friend due to Leanne’s struggle with addiction', np.float32(0.4774701)), ('addiction or substance abuse', 'there were worries about addiction issues', np.float32(0.59407574)), ('addiction or substance abuse', 'Leanne is receiving support due to vulnerabilities displayed on the train', np.float32(0.113909364)), ('addiction or substance abuse', 'Leanne was found on a train with concerns over addiction', np.float32(0.4385573)), ('temporary refuge or support seeking', 'finding a supportive environment to confront her challenges', np.float32(0.39304832)), ('temporary refuge or support seeking', 'Leanne is receiving support due to vulnerabilities displayed on the train', np.float32(0.19735286)), ('temporary refuge or support seeking', 'prompting concerns about her safety and need for support services', np.float32(0.44939032))]",1274
